Contract A,Contract B,Similarity,Size A,Size B
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x9ccc.sol,76.97,25143,22647
FiatTokenProxy_0xa0b8.sol,FiatTokenProxy_0x1aba.sol,76.96,10684,21582
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x7714.sol,76.95,23776,23309
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xf4e1.sol,76.95,23776,23725
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x58d9.sol,76.95,23776,23725
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x58d9.sol,76.95,23776,23725
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x7714.sol,76.95,23776,23309
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0xf4e1.sol,76.95,23776,23725
Succinct_0x6bef.sol,DSTRXToken_0xb841.sol,76.93,145962,189830
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x1c47.sol,76.93,17846,28908
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x85ec.sol,76.93,17846,28908
BTR_0x6c76.sol,DSTRXToken_0xb841.sol,76.92,187609,189830
TransparentUpgradeableProxy_0x6c96.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,76.9,28886,17846
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x511c.sol,76.89,23776,40825
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x511c.sol,76.89,23776,40825
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x9ccc.sol,76.89,23776,22647
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x9ccc.sol,76.89,23776,22647
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x328f.sol,76.89,23776,40825
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x328f.sol,76.89,23776,40825
FF_0xfa1c.sol,DSTRXToken_0xb841.sol,76.88,150922,189830
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x6e2a.sol,76.85,36734,38428
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x5c7b.sol,76.85,36734,38428
AltLayerToken_0x8457.sol,BTR_0x6c76.sol,76.85,90352,187609
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x2222.sol,76.84,29086,23429
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x1a88.sol,76.81,24331,25143
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x9ccc.sol,76.8,29086,22647
SafeProxyFactory_0x14f2.sol,GnosisSafeProxy_0xf633.sol,76.8,12134,7892
GnosisSafeProxy_0xa684.sol,SafeProxyFactory_0x14f2.sol,76.8,7892,12134
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x3302.sol,76.76,38428,36317
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x3302.sol,76.76,38428,36317
TransparentUpgradeableProxy_0x1a88.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,76.72,25143,17846
FixedToken_0xd441.sol,ZigCoin_0xb261.sol,76.71,17919,19009
VraToken_0xf411.sol,FetchToken_0xaea4.sol,76.7,69366,42471
BeaconProxy_0x1f5f.sol,VaultProxy_0x0e60.sol,76.69,23776,25499
FixedToken_0xd441.sol,CTAToken_0x9068.sol,76.69,17919,23553
BeaconProxy_0x74a0.sol,VaultProxy_0x0e60.sol,76.69,23776,25499
TransparentUpgradeableProxy_0x1c47.sol,ERC1967Proxy_0x2222.sol,76.55,28908,23429
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x2222.sol,76.55,28908,23429
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x2222.sol,76.53,28886,23429
OptimizedTransparentUpgradeableProxy_0x1732.sol,ERC1967Proxy_0x2222.sol,76.52,28981,23429
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x1a88.sol,76.51,36734,25143
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x7714.sol,76.51,29086,23309
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x58d9.sol,76.51,29086,23725
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0xf4e1.sol,76.51,29086,23725
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x1a88.sol,76.47,36593,25143
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x9ccc.sol,76.46,28908,22647
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xb3fa.sol,76.46,23776,36734
TransparentUpgradeableProxy_0x1c47.sol,ERC1967Proxy_0x9ccc.sol,76.46,28908,22647
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0xb3fa.sol,76.46,23776,36734
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x9ccc.sol,76.45,28886,22647
ERC1967Proxy_0x9ccc.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,76.44,22647,28981
Turbo_0xa359.sol,AnyoneProtocolToken_0xfeac.sol,76.42,21588,45903
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x3302.sol,76.42,25143,36317
FixedToken_0xd441.sol,Open_0xa227.sol,76.42,17919,24861
TransparentUpgradeableProxy_0x02b8.sol,VaultProxy_0x0e60.sol,76.39,29086,25499
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x3302.sol,76.37,23776,36317
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x3302.sol,76.37,23776,36317
DelegationManager_0xdb9b.sol,Succinct_0x6bef.sol,76.3,149351,145962
OptimizedTransparentUpgradeableProxy_0x1732.sol,VaultProxy_0x0e60.sol,76.3,28981,25499
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x2222.sol,76.26,25143,23429
FixedToken_0xd441.sol,OrderToken_0xabd4.sol,76.24,17919,23151
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x6874.sol,76.23,36734,35765
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x1c47.sol,76.23,23725,28908
TransparentUpgradeableProxy_0x1c47.sol,ERC1967Proxy_0x7714.sol,76.23,28908,23309
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x85ec.sol,76.23,23725,28908
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x43de.sol,76.23,36734,35765
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x1c47.sol,76.23,23725,28908
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x85ec.sol,76.23,23725,28908
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x7714.sol,76.23,28908,23309
ERC1967Proxy_0x7714.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,76.21,23309,28981
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0xf4e1.sol,76.21,28886,23725
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x6c96.sol,76.21,23725,28886
ERC1967Proxy_0xf4e1.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,76.21,23725,28981
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x7714.sol,76.21,28886,23309
ERC1967Proxy_0x58d9.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,76.21,23725,28981
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x1a9d.sol,76.15,21946,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xc2f2.sol,76.15,44163,21946
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x238a.sol,76.15,21946,44163
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0xbca3.sol,76.15,21946,44163
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0xc2f2.sol,76.15,44163,21946
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x6874.sol,76.14,36317,35765
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x43de.sol,76.14,36317,35765
TransparentUpgradeableProxy_0x1c47.sol,VaultProxy_0x0e60.sol,76.12,28908,25499
TransparentUpgradeableProxy_0x85ec.sol,VaultProxy_0x0e60.sol,76.12,28908,25499
ZRXToken_0xe41d.sol,LRC_v2_0xbbbb.sol,76.11,5225,10073
TransparentUpgradeableProxy_0x6c96.sol,VaultProxy_0x0e60.sol,76.1,28886,25499
MUSD_0xdd46.sol,PolygonEcosystemToken_0x455e.sol,76.07,87500,103575
Turbo_0xa359.sol,TetherUSD_0x3f69.sol,76.06,21588,25680
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x1d68.sol,75.93,38428,43091
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x1d68.sol,75.93,38428,43091
TransparentUpgradeableProxy_0x02b8.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,75.88,29086,17846
FixedToken_0xd441.sol,TetherUSD_0x3f69.sol,75.84,17919,25680
SpotVault_0x7f86.sol,AethirToken_0xbe0e.sol,75.82,82921,96318
Diamond_0xb300.sol,LiFiDiamond_0x1231.sol,75.74,20096,36513
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x1d68.sol,75.7,24631,43091
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0xf668.sol,75.61,25143,40127
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x1a88.sol,75.61,23725,25143
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0xfaf1.sol,75.61,25143,40127
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x7714.sol,75.61,25143,23309
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0xf4e1.sol,75.61,25143,23725
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x46ea.sol,75.61,25143,40127
FreaksMutation_0x041e.sol,NexiraToken_0xe387.sol,75.52,195718,164963
NipponIdolToken_0x8ca3.sol,AnyoneProtocolToken_0xfeac.sol,75.49,21388,45903
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x3328.sol,75.45,24331,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x1a9d.sol,75.45,24331,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x238a.sol,75.45,24331,44163
UUPSProxy_0x031d.sol,ERC1967Proxy_0xadf7.sol,75.45,24331,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0xbca3.sol,75.45,24331,44163
TransparentUpgradeableProxy_0x1a88.sol,VaultProxy_0x0e60.sol,75.44,25143,25499
OptimizedTransparentUpgradeableProxy_0x1732.sol,TransparentUpgradeableProxy_0x1d68.sol,75.43,28981,43091
TransparentUpgradeableProxy_0x02b8.sol,TransparentUpgradeableProxy_0x1d68.sol,75.41,29086,43091
FiatTokenProxy_0x1aba.sol,AdminUpgradeabilityProxy_0x4580.sol,75.38,21582,9858
FiatTokenProxy_0x1aba.sol,AdminUpgradeabilityProxy_0x394d.sol,75.38,21582,9862
InfinexERC2771Forwarder_0x884d.sol,AethirToken_0xbe0e.sol,75.38,69615,96318
AdminUpgradeabilityProxy_0x6c3e.sol,FiatTokenProxy_0x1aba.sol,75.38,9862,21582
TransparentUpgradeableProxy_0x6874.sol,TransparentUpgradeableProxy_0x1d68.sol,75.37,35765,43091
TransparentUpgradeableProxy_0x43de.sol,TransparentUpgradeableProxy_0x1d68.sol,75.37,35765,43091
RelayApprovalProxyV3_0xccc8.sol,RelayDepository_0x4cd0.sol,75.35,99570,115957
ERC1967Proxy_0x5c7b.sol,EthcoinProxy_0xe957.sol,75.33,38428,22502
ERC1967Proxy_0x6e2a.sol,EthcoinProxy_0xe957.sol,75.33,38428,22502
WBTC_0x2260.sol,OrbsToken_0xff56.sol,75.31,17628,11971
ERC1967Proxy_0x6e2a.sol,PProxy_0x4c17.sol,75.26,38428,22504
ArcBlockToken_0xb98d.sol,PermittableToken_0xa882.sol,75.26,8700,33757
ERC1967Proxy_0x5c7b.sol,PProxy_0x4c17.sol,75.26,38428,22504
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x1a88.sol,75.25,40825,25143
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x511c.sol,75.25,25143,40825
Helper_0x2a66.sol,MetaMorphoV1_1_0x9b5e.sol,75.24,60946,260053
Helper_0x2a66.sol,MetaMorphoV1_1_0x31a5.sol,75.24,60946,260053
ArcBlockToken_0xb98d.sol,PowerLedger_0x5958.sol,75.21,8700,7202
ZamaERC20_0xa12c.sol,MUSD_0xdd46.sol,75.19,203390,87500
ERC1967Proxy_0x5ccb.sol,TransparentUpgradeableProxy_0x1d68.sol,75.17,23612,43091
TransparentUpgradeableProxy_0x6c96.sol,TransparentUpgradeableProxy_0x1d68.sol,75.17,28886,43091
ERC1967Proxy_0x604d.sol,TransparentUpgradeableProxy_0x1d68.sol,75.17,23612,43091
TransparentUpgradeableProxy_0x85ec.sol,TransparentUpgradeableProxy_0x1d68.sol,75.13,28908,43091
TransparentUpgradeableProxy_0x1c47.sol,TransparentUpgradeableProxy_0x1d68.sol,75.13,28908,43091
FixedToken_0xd441.sol,JasmyCoin_0x7420.sol,75.12,17919,18886
TetherUSD_0x3f69.sol,NipponIdolToken_0x8ca3.sol,75.03,25680,21388
NexiraToken_0xe387.sol,MUSD_0xdd46.sol,75.0,164963,87500
FF_0xfa1c.sol,DelegationManager_0xdb9b.sol,74.92,150922,149351
ERC1967Proxy_0xadf7.sol,VaultProxy_0x0e60.sol,74.86,44163,25499
TransparentUpgradeableProxy_0x1a9d.sol,VaultProxy_0x0e60.sol,74.86,44163,25499
TransparentUpgradeableProxy_0xbca3.sol,VaultProxy_0x0e60.sol,74.86,44163,25499
TransparentUpgradeableProxy_0x3328.sol,VaultProxy_0x0e60.sol,74.86,44163,25499
TransparentUpgradeableProxy_0x238a.sol,VaultProxy_0x0e60.sol,74.86,44163,25499
RelayRouterV3_0xb92f.sol,RelayDepository_0x4cd0.sol,74.82,56689,115957
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x2222.sol,74.79,44163,23429
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x2222.sol,74.79,44163,23429
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x2222.sol,74.79,44163,23429
TransparentUpgradeableProxy_0xbca3.sol,ERC1967Proxy_0x2222.sol,74.79,44163,23429
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x2222.sol,74.79,44163,23429
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x6874.sol,74.78,22502,35765
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x43de.sol,74.78,22502,35765
TransparentUpgradeableProxy_0x43de.sol,PProxy_0x4c17.sol,74.73,35765,22504
TransparentUpgradeableProxy_0x6874.sol,PProxy_0x4c17.sol,74.73,35765,22504
WLD_0x163f.sol,SimpleToken_0x4d22.sol,74.71,29701,16736
PepeToken_0x6982.sol,WLD_0x163f.sol,74.62,20169,29701
LRC_v2_0xbbbb.sol,PowerLedger_0x5958.sol,74.59,10073,7202
Turbo_0xa359.sol,CTAToken_0x9068.sol,74.54,21588,23553
AltLayerToken_0x8457.sol,FF_0xfa1c.sol,74.5,90352,150922
TGCToken_0x25b4.sol,Token_0x21f5.sol,74.5,23522,14606
Turbo_0xa359.sol,Open_0xa227.sol,74.48,21588,24861
PepeToken_0x6982.sol,ZigCoin_0xb261.sol,74.45,20169,19009
BTR_0x6c76.sol,DelegationManager_0xdb9b.sol,74.42,187609,149351
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x7714.sol,74.34,44163,23309
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x3328.sol,74.34,23725,44163
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x1a9d.sol,74.34,23725,44163
ERC1967Proxy_0x7714.sol,TransparentUpgradeableProxy_0xbca3.sol,74.34,23309,44163
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x7714.sol,74.34,44163,23309
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xf4e1.sol,74.34,44163,23725
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xbca3.sol,74.34,23725,44163
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x1a9d.sol,74.34,23725,44163
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0xbca3.sol,74.34,23725,44163
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0xadf7.sol,74.34,23725,44163
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x238a.sol,74.34,23725,44163
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x238a.sol,74.34,23725,44163
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x3328.sol,74.34,23725,44163
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x7714.sol,74.34,44163,23309
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x7714.sol,74.34,44163,23309
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x1d68.sol,74.29,23776,43091
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x1d68.sol,74.29,23776,43091
SimpleToken_0x4d22.sol,AnyoneProtocolToken_0xfeac.sol,74.28,16736,45903
FiatTokenProxy_0x1aba.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,74.23,21582,17846
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0x8e02.sol,74.18,38428,22205
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x6e2a.sol,74.18,22127,38428
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0x8e02.sol,74.18,38428,22205
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x5c7b.sol,74.18,22127,38428
ZigCoin_0xb261.sol,Turbo_0xa359.sol,74.16,19009,21588
OptimizedTransparentUpgradeableProxy_0x902f.sol,ERC1967Proxy_0x604d.sol,74.16,17846,23612
OptimizedTransparentUpgradeableProxy_0x902f.sol,ERC1967Proxy_0x5ccb.sol,74.16,17846,23612
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x1d68.sol,74.14,25143,43091
FixedToken_0xd441.sol,TokenMintERC20Token_0x95ad.sol,74.12,17919,16291
LinkToken_0x5149.sol,PowerLedger_0x5958.sol,74.06,8808,7202
LidoExecutionLayerRewardsVault_0x388c.sol,AnyoneProtocolToken_0xfeac.sol,74.05,24542,45903
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x6874.sol,73.94,17846,35765
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x43de.sol,73.94,17846,35765
OrderToken_0xabd4.sol,Turbo_0xa359.sol,73.86,23151,21588
AltLayerToken_0x8457.sol,Succinct_0x6bef.sol,73.83,90352,145962
SpotVault_0x7f86.sol,AltLayerToken_0x8457.sol,73.83,82921,90352
ERC1967Proxy_0x5c7b.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,73.79,38428,17846
ERC1967Proxy_0x6e2a.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,73.79,38428,17846
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x6874.sol,73.72,22127,35765
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x43de.sol,73.72,22127,35765
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x43de.sol,73.72,22205,35765
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x6874.sol,73.72,22205,35765
BTR_0x6c76.sol,MUSD_0xdd46.sol,73.68,187609,87500
ERC1967Proxy_0x9ccc.sol,TransparentUpgradeableProxy_0xbca3.sol,73.57,22647,44163
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x9ccc.sol,73.57,44163,22647
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x9ccc.sol,73.57,44163,22647
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x9ccc.sol,73.57,44163,22647
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x9ccc.sol,73.57,44163,22647
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,ZigCoin_0xb261.sol,73.47,47187,19009
NexiraToken_0xe387.sol,EntryPoint_0x4337.sol,73.35,164963,189083
TokenMintERC20Token_0x95ad.sol,DuskToken_0x940a.sol,73.28,16291,9892
NipponIdolToken_0x8ca3.sol,Open_0xa227.sol,73.25,21388,24861
ERC1967Proxy_0x3ef3.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,73.25,24631,17846
NipponIdolToken_0x8ca3.sol,CTAToken_0x9068.sol,73.16,21388,23553
AltLayerToken_0x8457.sol,ERC1155TL_0x9278.sol,73.14,90352,152929
TGCToken_0x25b4.sol,WLD_0x163f.sol,73.13,23522,29701
PepeToken_0x6982.sol,TokenMintERC20Token_0x95ad.sol,73.01,20169,16291
ZamaERC20_0xa12c.sol,DelegationManager_0xdb9b.sol,73.01,203390,149351
OrderToken_0xabd4.sol,NipponIdolToken_0x8ca3.sol,72.86,23151,21388
ZRXToken_0xe41d.sol,ArcBlockToken_0xb98d.sol,72.83,5225,8700
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x6874.sol,72.78,21946,35765
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x43de.sol,72.78,21946,35765
PepeToken_0x6982.sol,JasmyCoin_0x7420.sol,72.74,20169,18886
SpotVault_0x7f86.sol,ZtakingPool_0xf047.sol,72.68,82921,100918
NexiraToken_0xe387.sol,SynFuturesToken_0x6e15.sol,72.64,164963,67820
SpotVault_0x7f86.sol,ENA_0x57e1.sol,72.64,82921,76453
JasmyCoin_0x7420.sol,Turbo_0xa359.sol,72.63,18886,21588
ZigCoin_0xb261.sol,NipponIdolToken_0x8ca3.sol,72.54,19009,21388
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0xc2f2.sol,72.54,38428,21946
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0xc2f2.sol,72.54,38428,21946
ERC1155TL_0x9278.sol,PolygonEcosystemToken_0x455e.sol,72.5,152929,103575
ZamaERC20_0xa12c.sol,SynFuturesToken_0x6e15.sol,72.44,203390,67820
AltLayerToken_0x8457.sol,Open_0xa227.sol,72.36,90352,24861
ENA_0x57e1.sol,Permit2Proxy_0x89c6.sol,72.36,76453,151070
PepeToken_0x6982.sol,AnyoneProtocolToken_0xfeac.sol,72.35,20169,45903
ERC1155TL_0x9278.sol,BioToken_0xcb15.sol,72.3,152929,72228
SpotVault_0x7f86.sol,MUSD_0xdd46.sol,72.24,82921,87500
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x238a.sol,72.2,17846,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xbca3.sol,72.2,17846,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x3328.sol,72.2,17846,44163
ERC1967Proxy_0xadf7.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.2,44163,17846
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x1a9d.sol,72.2,17846,44163
BeaconProxy_0x74a0.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.19,23776,17846
BeaconProxy_0x1f5f.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.19,23776,17846
ERC1967Proxy_0x5c7b.sol,VaultProxy_0x0e60.sol,72.12,38428,25499
ERC1967Proxy_0x6e2a.sol,VaultProxy_0x0e60.sol,72.12,38428,25499
UUPSProxy_0x031d.sol,ERC1967Proxy_0x6e2a.sol,72.07,24331,38428
UUPSProxy_0x031d.sol,ERC1967Proxy_0x5c7b.sol,72.07,24331,38428
TokenMintERC20Token_0x95ad.sol,Turbo_0xa359.sol,72.06,16291,21588
LRC_v2_0xbbbb.sol,PermittableToken_0xa882.sol,72.04,10073,33757
SynFuturesToken_0x6e15.sol,Permit2Proxy_0x89c6.sol,71.93,67820,151070
SpotVault_0x7f86.sol,SynFuturesToken_0x6e15.sol,71.93,82921,67820
AdminUpgradableProxy_0x81d4.sol,FiatTokenProxy_0x1aba.sol,71.9,19096,21582
WBTC_0x2260.sol,PowerLedger_0x5958.sol,71.89,17628,7202
EntryPoint_0x4337.sol,Succinct_0x6bef.sol,71.81,189083,145962
TransparentUpgradeableProxy_0x43de.sol,VaultProxy_0x0e60.sol,71.78,35765,25499
TransparentUpgradeableProxy_0x6874.sol,VaultProxy_0x0e60.sol,71.78,35765,25499
ZamaERC20_0xa12c.sol,ENA_0x57e1.sol,71.75,203390,76453
NexiraToken_0xe387.sol,ZtakingPool_0xf047.sol,71.73,164963,100918
AltLayerToken_0x8457.sol,TetherUSD_0x3f69.sol,71.67,90352,25680
AltLayerToken_0x8457.sol,CTAToken_0x9068.sol,71.65,90352,23553
ZamaERC20_0xa12c.sol,ZtakingPool_0xf047.sol,71.6,203390,100918
ENA_0x57e1.sol,NexiraToken_0xe387.sol,71.59,76453,164963
NexiraToken_0xe387.sol,UXLINKToken_0x3991.sol,71.57,164963,120137
ZigCoin_0xb261.sol,Token_0x21f5.sol,71.54,19009,14606
SynFuturesToken_0x6e15.sol,BTR_0x6c76.sol,71.53,67820,187609
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x3d90.sol,71.5,17846,35060
AltLayerToken_0x8457.sol,OrderToken_0xabd4.sol,71.48,90352,23151
FF_0xfa1c.sol,EntryPoint_0x4337.sol,71.46,150922,189083
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x6874.sol,71.44,24331,35765
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x43de.sol,71.44,24331,35765
IMXToken_0xf57e.sol,FetchToken_0xaea4.sol,71.43,24860,42471
FF_0xfa1c.sol,MUSD_0xdd46.sol,71.39,150922,87500
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x7598.sol,71.37,17846,35070
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xa129.sol,71.37,17846,35070
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x18cc.sol,71.37,17846,35097
TransparentUpgradeableProxy_0x2e51.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.37,35097,17846
TransparentUpgradeableProxy_0x0366.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.37,35070,17846
TransparentUpgradeableProxy_0x8be3.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.37,35070,17846
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xec53.sol,71.37,17846,35070
ZRXToken_0xe41d.sol,PowerLedger_0x5958.sol,71.35,5225,7202
JasmyCoin_0x7420.sol,Token_0x21f5.sol,71.26,18886,14606
ZamaERC20_0xa12c.sol,AethirToken_0xbe0e.sol,71.19,203390,96318
SimpleToken_0x4d22.sol,Open_0xa227.sol,71.14,16736,24861
ERC1967Proxy_0xb007.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.09,26631,17846
ERC1967Proxy_0xb773.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.09,26631,17846
ERC1967Proxy_0xebf6.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,71.09,26631,17846
